| theta_a_raw | theta_g_raw | theta_a | theta_g | theta_f |
|       0.726 |       0.647 |   0.663 |   0.056 |   0.719 |
|       0.726 |       0.647 |   0.665 |   0.055 |   0.720 |
|       0.723 |       0.647 |   0.666 |   0.054 |   0.720 |
|       0.715 |       0.648 |   0.667 |   0.053 |   0.720 |
|       0.721 |       0.648 |   0.668 |   0.052 |   0.720 |
|       0.724 |       0.648 |   0.669 |   0.052 |   0.721 |
|       0.725 |       0.649 |   0.670 |   0.051 |   0.721 |
|       0.724 |       0.649 |   0.671 |   0.050 |   0.721 |
|       0.726 |       0.649 |   0.672 |   0.050 |   0.722 |
|       0.728 |       0.649 |   0.673 |   0.049 |   0.722 |
|       0.722 |       0.650 |   0.674 |   0.048 |   0.722 |
|       0.725 |       0.650 |   0.675 |   0.047 |   0.722 |
|       0.720 |       0.650 |   0.676 |   0.046 |   0.722 |
|       0.724 |       0.650 |   0.677 |   0.046 |   0.723 |
|       0.721 |       0.650 |   0.678 |   0.045 |   0.723 |
|       0.722 |       0.651 |   0.679 |   0.044 |   0.723 |
|       0.727 |       0.651 |   0.680 |   0.044 |   0.723 |
|       0.722 |       0.651 |   0.681 |   0.043 |   0.723 |
|       0.720 |       0.651 |   0.682 |   0.042 |   0.724 |
|       0.723 |       0.652 |   0.682 |   0.042 |   0.724 |
|       0.730 |       0.652 |   0.683 |   0.041 |   0.724 |
|       0.733 |       0.652 |   0.684 |   0.040 |   0.725 |
|       0.725 |       0.652 |   0.685 |   0.039 |   0.725 |
|       0.720 |       0.652 |   0.686 |   0.039 |   0.725 |
|       0.724 |       0.652 |   0.687 |   0.038 |   0.725 |
|       0.724 |       0.653 |   0.687 |   0.038 |   0.725 |
|       0.727 |       0.653 |   0.688 |   0.037 |   0.726 |
|       0.732 |       0.653 |   0.689 |   0.037 |   0.726 |
|       0.725 |       0.653 |   0.690 |   0.036 |   0.726 |
|       0.727 |       0.653 |   0.690 |   0.035 |   0.726 |
|       0.723 |       0.653 |   0.691 |   0.035 |   0.726 |
|       0.723 |       0.653 |   0.692 |   0.034 |   0.726 |
|       0.720 |       0.653 |   0.692 |   0.034 |   0.726 |
|       0.720 |       0.653 |   0.693 |   0.033 |   0.726 |
|       0.720 |       0.654 |   0.693 |   0.033 |   0.726 |
|       0.726 |       0.654 |   0.694 |   0.032 |   0.726 |
|       0.729 |       0.654 |   0.695 |   0.031 |   0.726 |
|       0.727 |       0.654 |   0.695 |   0.031 |   0.726 |
|       0.722 |       0.654 |   0.696 |   0.031 |   0.726 |
|       0.723 |       0.654 |   0.696 |   0.030 |   0.727 |
|       0.728 |       0.654 |   0.697 |   0.030 |   0.727 |
|       0.727 |       0.654 |   0.698 |   0.029 |   0.727 |
|       0.724 |       0.655 |   0.698 |   0.029 |   0.727 |
|       0.723 |       0.655 |   0.699 |   0.028 |   0.727 |
|       0.723 |       0.655 |   0.699 |   0.028 |   0.727 |
|       0.721 |       0.655 |   0.700 |   0.027 |   0.727 |
|       0.722 |       0.655 |   0.700 |   0.027 |   0.727 |
|       0.725 |       0.655 |   0.701 |   0.026 |   0.727 |
|       0.725 |       0.655 |   0.701 |   0.026 |   0.727 |
|       0.722 |       0.655 |   0.702 |   0.025 |   0.727 |
|       0.724 |       0.655 |   0.702 |   0.025 |   0.727 |
|       0.722 |       0.656 |   0.702 |   0.025 |   0.727 |
|       0.725 |       0.656 |   0.703 |   0.025 |   0.727 |
|       0.725 |       0.656 |   0.703 |   0.024 |   0.727 |
|       0.729 |       0.656 |   0.704 |   0.024 |   0.728 |
|       0.724 |       0.656 |   0.704 |   0.023 |   0.728 |
|       0.725 |       0.656 |   0.705 |   0.023 |   0.727 |
|       0.723 |       0.656 |   0.705 |   0.022 |   0.727 |
|       0.722 |       0.656 |   0.705 |   0.022 |   0.727 |
|       0.724 |       0.656 |   0.706 |   0.022 |   0.727 |
|       0.723 |       0.657 |   0.706 |   0.022 |   0.728 |
|       0.724 |       0.657 |   0.706 |   0.021 |   0.728 |
|       0.723 |       0.657 |   0.707 |   0.021 |   0.728 |
|       0.718 |       0.657 |   0.707 |   0.021 |   0.728 |
|       0.728 |       0.657 |   0.707 |   0.020 |   0.728 |
|       0.725 |       0.657 |   0.708 |   0.020 |   0.728 |
|       0.720 |       0.657 |   0.708 |   0.020 |   0.727 |
|       0.724 |       0.657 |   0.708 |   0.019 |   0.728 |
|       0.721 |       0.657 |   0.709 |   0.019 |   0.727 |
|       0.724 |       0.657 |   0.709 |   0.019 |   0.727 |
|       0.721 |       0.657 |   0.709 |   0.018 |   0.727 |
|       0.724 |       0.657 |   0.709 |   0.018 |   0.727 |
|       0.719 |       0.657 |   0.710 |   0.018 |   0.727 |
|       0.722 |       0.658 |   0.710 |   0.018 |   0.727 |
|       0.723 |       0.658 |   0.710 |   0.017 |   0.727 |
|       0.722 |       0.658 |   0.710 |   0.017 |   0.727 |
|       0.724 |       0.658 |   0.711 |   0.017 |   0.728 |
|       0.731 |       0.658 |   0.711 |   0.017 |   0.728 |
|       0.723 |       0.658 |   0.711 |   0.016 |   0.728 |
|       0.718 |       0.658 |   0.711 |   0.016 |   0.728 |
|       0.720 |       0.658 |   0.712 |   0.016 |   0.728 |
|       0.724 |       0.659 |   0.712 |   0.016 |   0.728 |
|       0.721 |       0.659 |   0.712 |   0.016 |   0.728 |
|       0.723 |       0.659 |   0.712 |   0.016 |   0.728 |
|       0.727 |       0.659 |   0.713 |   0.016 |   0.728 |
|       0.728 |       0.660 |   0.713 |   0.016 |   0.728 |
|       0.726 |       0.660 |   0.713 |   0.015 |   0.728 |
|       0.723 |       0.660 |   0.713 |   0.015 |   0.728 |
|       0.720 |       0.660 |   0.713 |   0.015 |   0.728 |
|       0.721 |       0.660 |   0.714 |   0.015 |   0.728 |
|       0.720 |       0.660 |   0.714 |   0.015 |   0.728 |
|       0.724 |       0.660 |   0.714 |   0.014 |   0.728 |
|       0.726 |       0.660 |   0.714 |   0.014 |   0.728 |
|       0.725 |       0.660 |   0.714 |   0.014 |   0.728 |
|       0.718 |       0.661 |   0.714 |   0.014 |   0.728 |
|       0.722 |       0.661 |   0.715 |   0.014 |   0.728 |
|       0.722 |       0.661 |   0.715 |   0.013 |   0.728 |
|       0.720 |       0.661 |   0.715 |   0.013 |   0.728 |
|       0.722 |       0.661 |   0.715 |   0.013 |   0.728 |
|       0.722 |       0.661 |   0.715 |   0.013 |   0.728 |
|       0.724 |       0.661 |   0.715 |   0.013 |   0.728 |
|       0.726 |       0.661 |   0.716 |   0.013 |   0.728 |
|       0.721 |       0.661 |   0.716 |   0.013 |   0.728 |
|       0.722 |       0.662 |   0.716 |   0.013 |   0.728 |
|       0.725 |       0.662 |   0.716 |   0.012 |   0.728 |
|       0.724 |       0.662 |   0.716 |   0.012 |   0.728 |
|       0.726 |       0.662 |   0.716 |   0.012 |   0.728 |
|       0.722 |       0.662 |   0.716 |   0.012 |   0.728 |
|       0.723 |       0.662 |   0.717 |   0.012 |   0.728 |
|       0.723 |       0.662 |   0.717 |   0.012 |   0.728 |
|       0.721 |       0.662 |   0.717 |   0.012 |   0.728 |
|       0.724 |       0.662 |   0.717 |   0.011 |   0.728 |
|       0.722 |       0.662 |   0.717 |   0.011 |   0.728 |
|       0.724 |       0.662 |   0.717 |   0.011 |   0.728 |
|       0.722 |       0.662 |   0.717 |   0.011 |   0.728 |
|       0.724 |       0.662 |   0.717 |   0.011 |   0.728 |
|       0.721 |       0.663 |   0.717 |   0.011 |   0.728 |
|       0.721 |       0.663 |   0.718 |   0.011 |   0.728 |
|       0.725 |       0.663 |   0.718 |   0.010 |   0.728 |
|       0.720 |       0.663 |   0.718 |   0.010 |   0.728 |
|       0.718 |       0.663 |   0.718 |   0.010 |   0.728 |
|       0.723 |       0.663 |   0.718 |   0.010 |   0.728 |
|       0.718 |       0.663 |   0.718 |   0.010 |   0.728 |
|       0.723 |       0.663 |   0.718 |   0.010 |   0.728 |
|       0.724 |       0.663 |   0.718 |   0.010 |   0.728 |
|       0.724 |       0.664 |   0.718 |   0.010 |   0.728 |
|       0.721 |       0.664 |   0.718 |   0.010 |   0.728 |
|       0.721 |       0.664 |   0.718 |   0.010 |   0.728 |
|       0.718 |       0.664 |   0.718 |   0.010 |   0.728 |
|       0.725 |       0.664 |   0.718 |   0.010 |   0.728 |
|       0.717 |       0.664 |   0.718 |   0.009 |   0.728 |
|       0.719 |       0.664 |   0.718 |   0.009 |   0.728 |
|       0.719 |       0.664 |   0.718 |   0.009 |   0.728 |
|       0.723 |       0.665 |   0.719 |   0.009 |   0.728 |
|       0.729 |       0.665 |   0.719 |   0.009 |   0.728 |
|       0.728 |       0.665 |   0.719 |   0.009 |   0.728 |
|       0.723 |       0.665 |   0.719 |   0.009 |   0.728 |
|       0.717 |       0.665 |   0.719 |   0.009 |   0.728 |
|       0.722 |       0.665 |   0.719 |   0.009 |   0.728 |
|       0.723 |       0.665 |   0.719 |   0.009 |   0.728 |
|       0.724 |       0.665 |   0.719 |   0.009 |   0.728 |
|       0.716 |       0.665 |   0.719 |   0.009 |   0.728 |
|       0.725 |       0.665 |   0.719 |   0.008 |   0.728 |
|       0.725 |       0.665 |   0.719 |   0.008 |   0.728 |
|       0.718 |       0.665 |   0.719 |   0.008 |   0.727 |
|       0.719 |       0.665 |   0.719 |   0.008 |   0.727 |
|       0.719 |       0.666 |   0.719 |   0.008 |   0.727 |
|       0.722 |       0.666 |   0.719 |   0.008 |   0.727 |
|       0.723 |       0.666 |   0.719 |   0.008 |   0.727 |
|       0.722 |       0.666 |   0.719 |   0.008 |   0.727 |
|       0.722 |       0.666 |   0.720 |   0.008 |   0.727 |
|       0.725 |       0.666 |   0.720 |   0.008 |   0.727 |
|       0.720 |       0.666 |   0.720 |   0.008 |   0.727 |
|       0.722 |       0.666 |   0.720 |   0.008 |   0.727 |
|       0.724 |       0.666 |   0.720 |   0.008 |   0.727 |
|       0.721 |       0.666 |   0.720 |   0.007 |   0.727 |
|       0.717 |       0.667 |   0.720 |   0.007 |   0.727 |
|       0.719 |       0.667 |   0.720 |   0.007 |   0.727 |
|       0.720 |       0.667 |   0.720 |   0.007 |   0.727 |
|       0.722 |       0.667 |   0.720 |   0.007 |   0.727 |
|       0.723 |       0.667 |   0.720 |   0.007 |   0.727 |
|       0.722 |       0.667 |   0.720 |   0.007 |   0.727 |
|       0.722 |       0.667 |   0.720 |   0.007 |   0.727 |
|       0.718 |       0.667 |   0.720 |   0.007 |   0.727 |
|       0.715 |       0.668 |   0.720 |   0.007 |   0.727 |
|       0.720 |       0.668 |   0.720 |   0.007 |   0.727 |
|       0.724 |       0.668 |   0.720 |   0.007 |   0.727 |
|       0.720 |       0.668 |   0.720 |   0.007 |   0.727 |
|       0.722 |       0.668 |   0.720 |   0.007 |   0.727 |
|       0.723 |       0.668 |   0.720 |   0.007 |   0.727 |
|       0.724 |       0.668 |   0.720 |   0.007 |   0.727 |
|       0.724 |       0.669 |   0.720 |   0.007 |   0.727 |
|       0.720 |       0.669 |   0.720 |   0.007 |   0.727 |
|       0.721 |       0.669 |   0.720 |   0.007 |   0.727 |
|       0.722 |       0.669 |   0.720 |   0.007 |   0.727 |
|       0.716 |       0.669 |   0.720 |   0.007 |   0.727 |
|       0.723 |       0.669 |   0.720 |   0.007 |   0.727 |
|       0.726 |       0.669 |   0.720 |   0.007 |   0.727 |
|       0.726 |       0.669 |   0.720 |   0.007 |   0.727 |
|       0.720 |       0.669 |   0.720 |   0.007 |   0.727 |
|       0.720 |       0.670 |   0.720 |   0.007 |   0.727 |
|       0.718 |       0.670 |   0.720 |   0.007 |   0.728 |
|       0.722 |       0.670 |   0.720 |   0.007 |   0.728 |
|       0.722 |       0.670 |   0.720 |   0.007 |   0.728 |
|       0.716 |       0.670 |   0.720 |   0.007 |   0.727 |
|       0.717 |       0.670 |   0.720 |   0.007 |   0.727 |
|       0.721 |       0.671 |   0.720 |   0.007 |   0.727 |
|       0.722 |       0.671 |   0.720 |   0.007 |   0.727 |
|       0.724 |       0.671 |   0.720 |   0.007 |   0.727 |
|       0.722 |       0.671 |   0.720 |   0.007 |   0.727 |
|       0.715 |       0.671 |   0.720 |   0.007 |   0.727 |
|       0.725 |       0.671 |   0.720 |   0.007 |   0.727 |
|       0.721 |       0.671 |   0.720 |   0.007 |   0.727 |
|       0.720 |       0.671 |   0.720 |   0.007 |   0.727 |
|       0.721 |       0.671 |   0.720 |   0.007 |   0.727 |
|       0.719 |       0.671 |   0.720 |   0.007 |   0.727 |
|       0.721 |       0.672 |   0.720 |   0.007 |   0.727 |
|       0.723 |       0.672 |   0.720 |   0.007 |   0.727 |
|       0.721 |       0.672 |   0.720 |   0.007 |   0.727 |
|       0.720 |       0.672 |   0.720 |   0.007 |   0.727 |
|       0.726 |       0.672 |   0.721 |   0.007 |   0.727 |
|       0.718 |       0.672 |   0.720 |   0.007 |   0.727 |
|       0.718 |       0.672 |   0.720 |   0.007 |   0.727 |
|       0.719 |       0.672 |   0.720 |   0.007 |   0.727 |
|       0.718 |       0.673 |   0.720 |   0.007 |   0.727 |
|       0.722 |       0.673 |   0.720 |   0.007 |   0.727 |
|       0.724 |       0.673 |   0.720 |   0.007 |   0.727 |
|       0.725 |       0.673 |   0.721 |   0.007 |   0.727 |
|       0.725 |       0.673 |   0.721 |   0.007 |   0.727 |
|       0.720 |       0.673 |   0.721 |   0.007 |   0.727 |
|       0.719 |       0.673 |   0.721 |   0.007 |   0.727 |
|       0.717 |       0.674 |   0.721 |   0.007 |   0.727 |
|       0.725 |       0.674 |   0.721 |   0.007 |   0.727 |
|       0.722 |       0.674 |   0.721 |   0.007 |   0.727 |
|       0.721 |       0.674 |   0.721 |   0.007 |   0.727 |
|       0.720 |       0.674 |   0.721 |   0.007 |   0.727 |
|       0.719 |       0.674 |   0.721 |   0.007 |   0.727 |
|       0.719 |       0.675 |   0.721 |   0.007 |   0.727 |
|       0.724 |       0.675 |   0.721 |   0.007 |   0.728 |
|       0.720 |       0.675 |   0.721 |   0.007 |   0.727 |
|       0.720 |       0.675 |   0.721 |   0.007 |   0.727 |
|       0.718 |       0.675 |   0.721 |   0.007 |   0.727 |
|       0.716 |       0.675 |   0.720 |   0.007 |   0.727 |
|       0.720 |       0.675 |   0.720 |   0.007 |   0.727 |
|       0.723 |       0.675 |   0.721 |   0.007 |   0.727 |
|       0.718 |       0.676 |   0.720 |   0.007 |   0.727 |
|       0.725 |       0.676 |   0.721 |   0.007 |   0.728 |
|       0.724 |       0.676 |   0.721 |   0.007 |   0.727 |
|       0.723 |       0.676 |   0.721 |   0.007 |   0.728 |
|       0.716 |       0.676 |   0.721 |   0.007 |   0.727 |
|       0.724 |       0.676 |   0.721 |   0.007 |   0.727 |
|       0.719 |       0.676 |   0.721 |   0.007 |   0.727 |
|       0.722 |       0.677 |   0.721 |   0.007 |   0.727 |
|       0.725 |       0.677 |   0.721 |   0.007 |   0.728 |
|       0.721 |       0.677 |   0.721 |   0.007 |   0.727 |
|       0.721 |       0.677 |   0.721 |   0.007 |   0.727 |
|       0.719 |       0.677 |   0.721 |   0.007 |   0.727 |
|       0.718 |       0.677 |   0.721 |   0.007 |   0.727 |
|       0.720 |       0.677 |   0.721 |   0.007 |   0.727 |
|       0.720 |       0.677 |   0.721 |   0.007 |   0.727 |
|       0.725 |       0.678 |   0.721 |   0.007 |   0.727 |
|       0.726 |       0.678 |   0.721 |   0.007 |   0.728 |
|       0.721 |       0.678 |   0.721 |   0.007 |   0.727 |
|       0.720 |       0.678 |   0.721 |   0.006 |   0.727 |
|       0.720 |       0.678 |   0.721 |   0.006 |   0.727 |
|       0.721 |       0.678 |   0.721 |   0.006 |   0.727 |
|       0.721 |       0.678 |   0.721 |   0.006 |   0.727 |
|       0.721 |       0.678 |   0.721 |   0.006 |   0.727 |
|       0.721 |       0.678 |   0.721 |   0.006 |   0.727 |
|       0.718 |       0.678 |   0.721 |   0.006 |   0.727 |
|       0.721 |       0.678 |   0.721 |   0.006 |   0.727 |
|       0.725 |       0.678 |   0.721 |   0.006 |   0.727 |
|       0.719 |       0.679 |   0.721 |   0.006 |   0.727 |
|       0.718 |       0.679 |   0.721 |   0.006 |   0.727 |
|       0.721 |       0.679 |   0.721 |   0.006 |   0.727 |
|       0.718 |       0.679 |   0.721 |   0.006 |   0.727 |
|       0.720 |       0.679 |   0.721 |   0.006 |   0.727 |
|       0.720 |       0.679 |   0.721 |   0.006 |   0.727 |
|       0.718 |       0.679 |   0.721 |   0.006 |   0.727 |
|       0.717 |       0.679 |   0.721 |   0.006 |   0.727 |
|       0.722 |       0.679 |   0.721 |   0.006 |   0.727 |
|       0.717 |       0.679 |   0.721 |   0.006 |   0.727 |
|       0.720 |       0.680 |   0.721 |   0.006 |   0.727 |
|       0.719 |       0.680 |   0.720 |   0.006 |   0.726 |
|       0.719 |       0.680 |   0.720 |   0.006 |   0.726 |
|       0.720 |       0.680 |   0.720 |   0.006 |   0.726 |
|       0.722 |       0.680 |   0.720 |   0.006 |   0.726 |
|       0.720 |       0.680 |   0.720 |   0.006 |   0.727 |
|       0.720 |       0.680 |   0.720 |   0.006 |   0.727 |
|       0.722 |       0.681 |   0.720 |   0.006 |   0.727 |
|       0.723 |       0.681 |   0.721 |   0.006 |   0.727 |
|       0.722 |       0.681 |   0.721 |   0.006 |   0.727 |
|       0.719 |       0.681 |   0.721 |   0.006 |   0.727 |
|       0.719 |       0.681 |   0.721 |   0.006 |   0.727 |
|       0.720 |       0.681 |   0.720 |   0.006 |   0.727 |
|       0.720 |       0.681 |   0.720 |   0.006 |   0.727 |
|       0.721 |       0.681 |   0.721 |   0.006 |   0.727 |
|       0.720 |       0.681 |   0.720 |   0.006 |   0.727 |
|       0.724 |       0.682 |   0.721 |   0.006 |   0.727 |
|       0.726 |       0.682 |   0.721 |   0.006 |   0.727 |
|       0.717 |       0.682 |   0.721 |   0.006 |   0.727 |
|       0.720 |       0.682 |   0.721 |   0.006 |   0.727 |
|       0.718 |       0.682 |   0.721 |   0.006 |   0.727 |
|       0.724 |       0.682 |   0.721 |   0.006 |   0.727 |
|       0.724 |       0.682 |   0.721 |   0.006 |   0.727 |
|       0.717 |       0.682 |   0.721 |   0.006 |   0.727 |
|       0.719 |       0.682 |   0.721 |   0.006 |   0.727 |
|       0.717 |       0.683 |   0.721 |   0.006 |   0.726 |
|       0.715 |       0.683 |   0.720 |   0.006 |   0.726 |
|       0.721 |       0.683 |   0.720 |   0.006 |   0.727 |
|       0.723 |       0.683 |   0.720 |   0.006 |   0.727 |
|       0.723 |       0.683 |   0.721 |   0.006 |   0.726 |
|       0.722 |       0.683 |   0.721 |   0.006 |   0.727 |
|       0.724 |       0.683 |   0.721 |   0.006 |   0.727 |
|       0.722 |       0.683 |   0.721 |   0.006 |   0.726 |
|       0.721 |       0.683 |   0.721 |   0.006 |   0.726 |
|       0.720 |       0.683 |   0.721 |   0.006 |   0.726 |
|       0.718 |       0.683 |   0.721 |   0.006 |   0.726 |
|       0.719 |       0.684 |   0.721 |   0.006 |   0.726 |
|       0.722 |       0.684 |   0.721 |   0.006 |   0.726 |
|       0.722 |       0.684 |   0.721 |   0.006 |   0.726 |
|       0.723 |       0.684 |   0.721 |   0.006 |   0.726 |
|       0.719 |       0.684 |   0.721 |   0.006 |   0.726 |
|       0.722 |       0.684 |   0.721 |   0.006 |   0.726 |
|       0.723 |       0.684 |   0.721 |   0.006 |   0.726 |
|       0.719 |       0.684 |   0.721 |   0.005 |   0.726 |
|       0.719 |       0.684 |   0.721 |   0.005 |   0.726 |
|       0.719 |       0.684 |   0.721 |   0.005 |   0.726 |
|       0.722 |       0.684 |   0.721 |   0.005 |   0.726 |
|       0.722 |       0.685 |   0.721 |   0.005 |   0.726 |
|       0.721 |       0.685 |   0.721 |   0.005 |   0.726 |
|       0.717 |       0.685 |   0.721 |   0.005 |   0.726 |
|       0.720 |       0.685 |   0.721 |   0.005 |   0.726 |
|       0.717 |       0.685 |   0.721 |   0.005 |   0.726 |
|       0.719 |       0.685 |   0.720 |   0.005 |   0.726 |
|       0.716 |       0.685 |   0.720 |   0.005 |   0.726 |
|       0.719 |       0.685 |   0.720 |   0.005 |   0.726 |
|       0.721 |       0.685 |   0.720 |   0.005 |   0.726 |
|       0.724 |       0.686 |   0.720 |   0.005 |   0.726 |
|       0.721 |       0.686 |   0.720 |   0.005 |   0.726 |
|       0.716 |       0.685 |   0.720 |   0.005 |   0.726 |
|       0.723 |       0.685 |   0.720 |   0.005 |   0.725 |
|       0.719 |       0.686 |   0.720 |   0.005 |   0.725 |
|       0.722 |       0.686 |   0.720 |   0.005 |   0.726 |
|       0.719 |       0.686 |   0.720 |   0.005 |   0.725 |
|       0.723 |       0.686 |   0.720 |   0.005 |   0.725 |
|       0.715 |       0.686 |   0.720 |   0.005 |   0.725 |
|       0.716 |       0.685 |   0.720 |   0.004 |   0.725 |
|       0.721 |       0.685 |   0.720 |   0.004 |   0.724 |
|       0.721 |       0.685 |   0.720 |   0.004 |   0.724 |
|       0.719 |       0.685 |   0.720 |   0.004 |   0.724 |
|       0.719 |       0.685 |   0.720 |   0.003 |   0.723 |
|       0.714 |       0.684 |   0.720 |   0.003 |   0.723 |
|       0.713 |       0.684 |   0.720 |   0.002 |   0.722 |
|       0.711 |       0.683 |   0.720 |   0.002 |   0.721 |
|       0.721 |       0.682 |   0.720 |   0.000 |   0.720 |
|       0.714 |       0.680 |   0.720 |  -0.001 |   0.719 |
|       0.722 |       0.679 |   0.720 |  -0.002 |   0.717 |
|       0.710 |       0.678 |   0.720 |  -0.003 |   0.716 |
|       0.709 |       0.677 |   0.719 |  -0.004 |   0.715 |
|       0.711 |       0.677 |   0.719 |  -0.005 |   0.715 |
|       0.707 |       0.676 |   0.719 |  -0.005 |   0.714 |
|       0.711 |       0.674 |   0.719 |  -0.007 |   0.712 |
|       0.702 |       0.673 |   0.718 |  -0.008 |   0.710 |
|       0.709 |       0.671 |   0.718 |  -0.010 |   0.708 |
|       0.705 |       0.669 |   0.718 |  -0.012 |   0.706 |
|       0.700 |       0.667 |   0.718 |  -0.014 |   0.704 |
|       0.701 |       0.664 |   0.717 |  -0.016 |   0.701 |
|       0.681 |       0.661 |   0.717 |  -0.019 |   0.698 |
|       0.673 |       0.657 |   0.716 |  -0.022 |   0.693 |
|       0.659 |       0.652 |   0.715 |  -0.027 |   0.687 |
|       0.707 |       0.646 |   0.714 |  -0.032 |   0.682 |
|       0.672 |       0.641 |   0.714 |  -0.036 |   0.677 |
|       0.638 |       0.636 |   0.712 |  -0.041 |   0.671 |
|       0.716 |       0.630 |   0.712 |  -0.046 |   0.666 |
|       0.651 |       0.625 |   0.711 |  -0.051 |   0.660 |
|       0.621 |       0.619 |   0.709 |  -0.056 |   0.654 |
|       0.650 |       0.613 |   0.708 |  -0.060 |   0.648 |
|       0.634 |       0.608 |   0.706 |  -0.064 |   0.642 |
|       0.605 |       0.603 |   0.704 |  -0.067 |   0.637 |
|       0.612 |       0.598 |   0.703 |  -0.071 |   0.632 |
|       0.662 |       0.593 |   0.702 |  -0.075 |   0.627 |
|       0.622 |       0.587 |   0.700 |  -0.080 |   0.621 |
|       0.614 |       0.581 |   0.698 |  -0.084 |   0.614 |
|       0.572 |       0.573 |   0.696 |  -0.090 |   0.605 |
|       0.648 |       0.564 |   0.695 |  -0.098 |   0.597 |
|       0.563 |       0.555 |   0.692 |  -0.105 |   0.588 |
|       0.597 |       0.545 |   0.690 |  -0.112 |   0.578 |
|       0.580 |       0.535 |   0.688 |  -0.120 |   0.568 |
|       0.571 |       0.524 |   0.686 |  -0.129 |   0.557 |
|       0.542 |       0.513 |   0.683 |  -0.137 |   0.546 |
|       0.482 |       0.501 |   0.679 |  -0.146 |   0.533 |
|       0.530 |       0.488 |   0.676 |  -0.156 |   0.520 |
|       0.506 |       0.476 |   0.673 |  -0.166 |   0.507 |
|       0.478 |       0.463 |   0.669 |  -0.175 |   0.494 |
|       0.493 |       0.451 |   0.665 |  -0.184 |   0.482 |
|       0.421 |       0.438 |   0.660 |  -0.193 |   0.467 |
|       0.418 |       0.423 |   0.655 |  -0.204 |   0.452 |
|       0.441 |       0.409 |   0.651 |  -0.214 |   0.437 |
|       0.385 |       0.396 |   0.646 |  -0.223 |   0.423 |
|       0.386 |       0.382 |   0.641 |  -0.233 |   0.408 |
|       0.339 |       0.367 |   0.635 |  -0.242 |   0.392 |
|       0.304 |       0.351 |   0.628 |  -0.253 |   0.375 |
|       0.325 |       0.335 |   0.622 |  -0.264 |   0.358 |
|       0.294 |       0.321 |   0.615 |  -0.273 |   0.342 |
|       0.296 |       0.307 |   0.609 |  -0.281 |   0.328 |
|       0.267 |       0.294 |   0.602 |  -0.289 |   0.313 |
|       0.282 |       0.278 |   0.596 |  -0.300 |   0.296 |
|       0.227 |       0.262 |   0.588 |  -0.310 |   0.279 |
|       0.196 |       0.247 |   0.580 |  -0.318 |   0.262 |
|       0.195 |       0.233 |   0.573 |  -0.326 |   0.247 |
|       0.175 |       0.219 |   0.565 |  -0.334 |   0.231 |
|       0.158 |       0.204 |   0.557 |  -0.342 |   0.215 |
|       0.111 |       0.190 |   0.548 |  -0.349 |   0.199 |
|       0.114 |       0.176 |   0.539 |  -0.355 |   0.184 |
|       0.110 |       0.164 |   0.531 |  -0.361 |   0.170 |
|       0.096 |       0.151 |   0.522 |  -0.366 |   0.156 |
|       0.097 |       0.138 |   0.513 |  -0.372 |   0.142 |
|       0.077 |       0.124 |   0.505 |  -0.378 |   0.126 |
|       0.017 |       0.112 |   0.495 |  -0.383 |   0.111 |
|       0.032 |       0.099 |   0.486 |  -0.389 |   0.097 |
|       0.003 |       0.085 |   0.476 |  -0.394 |   0.081 |
|      -0.046 |       0.074 |   0.465 |  -0.398 |   0.068 |
|       0.006 |       0.063 |   0.456 |  -0.401 |   0.056 |
|      -0.013 |       0.051 |   0.447 |  -0.405 |   0.042 |
|      -0.063 |       0.039 |   0.437 |  -0.409 |   0.028 |
|      -0.097 |       0.028 |   0.426 |  -0.412 |   0.014 |
|      -0.063 |       0.018 |   0.416 |  -0.413 |   0.003 |
|      -0.064 |       0.008 |   0.407 |  -0.415 |  -0.008 |
|      -0.101 |      -0.002 |   0.397 |  -0.417 |  -0.020 |
|      -0.092 |      -0.012 |   0.387 |  -0.419 |  -0.032 |
|      -0.161 |      -0.022 |   0.376 |  -0.420 |  -0.045 |
|      -0.142 |      -0.032 |   0.365 |  -0.421 |  -0.056 |
|      -0.132 |      -0.041 |   0.355 |  -0.422 |  -0.067 |
|      -0.164 |      -0.050 |   0.345 |  -0.423 |  -0.077 |
|      -0.131 |      -0.059 |   0.336 |  -0.423 |  -0.088 |
|      -0.178 |      -0.068 |   0.325 |  -0.424 |  -0.099 |
|      -0.191 |      -0.077 |   0.315 |  -0.425 |  -0.110 |
|      -0.183 |      -0.086 |   0.305 |  -0.425 |  -0.120 |
|      -0.200 |      -0.096 |   0.295 |  -0.426 |  -0.131 |
|      -0.198 |      -0.105 |   0.285 |  -0.426 |  -0.141 |
|      -0.224 |      -0.114 |   0.275 |  -0.428 |  -0.153 |
|      -0.255 |      -0.123 |   0.264 |  -0.428 |  -0.164 |
|      -0.265 |      -0.132 |   0.254 |  -0.428 |  -0.174 |
|      -0.250 |      -0.139 |   0.244 |  -0.427 |  -0.183 |
|      -0.243 |      -0.147 |   0.234 |  -0.426 |  -0.193 |
|      -0.271 |      -0.155 |   0.224 |  -0.426 |  -0.202 |
|      -0.293 |      -0.164 |   0.213 |  -0.426 |  -0.213 |
|      -0.302 |      -0.172 |   0.203 |  -0.425 |  -0.222 |
|      -0.289 |      -0.179 |   0.193 |  -0.424 |  -0.231 |
|      -0.285 |      -0.187 |   0.184 |  -0.423 |  -0.240 |
