| theta_a_raw | theta_g_raw | theta_a | theta_g | theta_f |
|       0.454 |       0.439 |   0.442 |   0.011 |   0.454 |
|       0.449 |       0.439 |   0.443 |   0.011 |   0.453 |
|       0.442 |       0.439 |   0.443 |   0.010 |   0.453 |
|       0.442 |       0.439 |   0.443 |   0.010 |   0.453 |
|       0.445 |       0.439 |   0.443 |   0.010 |   0.452 |
|       0.449 |       0.438 |   0.443 |   0.009 |   0.452 |
|       0.447 |       0.438 |   0.443 |   0.009 |   0.452 |
|       0.447 |       0.438 |   0.443 |   0.009 |   0.452 |
|       0.441 |       0.438 |   0.443 |   0.008 |   0.451 |
|       0.441 |       0.438 |   0.443 |   0.008 |   0.451 |
|       0.447 |       0.438 |   0.443 |   0.008 |   0.451 |
|       0.441 |       0.438 |   0.443 |   0.007 |   0.450 |
|       0.451 |       0.437 |   0.443 |   0.007 |   0.450 |
|       0.456 |       0.437 |   0.443 |   0.006 |   0.450 |
|       0.452 |       0.436 |   0.443 |   0.006 |   0.449 |
|       0.454 |       0.436 |   0.444 |   0.005 |   0.449 |
|       0.449 |       0.435 |   0.444 |   0.004 |   0.448 |
|       0.448 |       0.434 |   0.444 |   0.003 |   0.447 |
|       0.448 |       0.433 |   0.444 |   0.002 |   0.446 |
|       0.450 |       0.432 |   0.444 |   0.001 |   0.445 |
|       0.457 |       0.430 |   0.444 |  -0.001 |   0.443 |
|       0.474 |       0.428 |   0.445 |  -0.003 |   0.442 |
|       0.472 |       0.425 |   0.445 |  -0.005 |   0.440 |
|       0.465 |       0.422 |   0.446 |  -0.009 |   0.437 |
|       0.466 |       0.418 |   0.446 |  -0.013 |   0.434 |
|       0.456 |       0.414 |   0.446 |  -0.017 |   0.430 |
|       0.451 |       0.408 |   0.447 |  -0.022 |   0.425 |
|       0.448 |       0.403 |   0.447 |  -0.027 |   0.420 |
|       0.439 |       0.396 |   0.446 |  -0.033 |   0.413 |
|       0.420 |       0.389 |   0.446 |  -0.039 |   0.407 |
|       0.413 |       0.382 |   0.445 |  -0.046 |   0.400 |
|       0.398 |       0.374 |   0.444 |  -0.052 |   0.392 |
|       0.382 |       0.366 |   0.443 |  -0.059 |   0.384 |
|       0.370 |       0.358 |   0.442 |  -0.067 |   0.375 |
|       0.336 |       0.350 |   0.439 |  -0.074 |   0.366 |
|       0.325 |       0.341 |   0.437 |  -0.080 |   0.357 |
|       0.327 |       0.333 |   0.435 |  -0.087 |   0.348 |
|       0.325 |       0.325 |   0.433 |  -0.093 |   0.340 |
|       0.318 |       0.316 |   0.430 |  -0.100 |   0.330 |
|       0.310 |       0.308 |   0.428 |  -0.107 |   0.321 |
|       0.281 |       0.299 |   0.425 |  -0.113 |   0.312 |
|       0.244 |       0.291 |   0.421 |  -0.119 |   0.302 |
|       0.239 |       0.283 |   0.418 |  -0.125 |   0.293 |
|       0.243 |       0.274 |   0.414 |  -0.131 |   0.284 |
|       0.254 |       0.266 |   0.411 |  -0.136 |   0.275 |
|       0.266 |       0.257 |   0.408 |  -0.142 |   0.266 |
|       0.266 |       0.248 |   0.405 |  -0.149 |   0.257 |
|       0.245 |       0.238 |   0.402 |  -0.156 |   0.247 |
|       0.211 |       0.229 |   0.398 |  -0.162 |   0.236 |
|       0.195 |       0.218 |   0.394 |  -0.169 |   0.225 |
|       0.170 |       0.208 |   0.390 |  -0.176 |   0.214 |
|       0.148 |       0.197 |   0.385 |  -0.183 |   0.202 |
|       0.134 |       0.187 |   0.380 |  -0.190 |   0.190 |
|       0.117 |       0.176 |   0.375 |  -0.197 |   0.178 |
|       0.090 |       0.166 |   0.369 |  -0.204 |   0.165 |
|       0.082 |       0.156 |   0.363 |  -0.209 |   0.154 |
|       0.068 |       0.147 |   0.357 |  -0.214 |   0.143 |
|       0.066 |       0.138 |   0.352 |  -0.219 |   0.133 |
|       0.060 |       0.129 |   0.346 |  -0.223 |   0.123 |
|       0.036 |       0.121 |   0.340 |  -0.227 |   0.113 |
|       0.057 |       0.113 |   0.334 |  -0.231 |   0.103 |
|       0.037 |       0.104 |   0.328 |  -0.235 |   0.093 |
|       0.018 |       0.096 |   0.322 |  -0.239 |   0.083 |
|      -0.003 |       0.087 |   0.315 |  -0.242 |   0.073 |
|      -0.010 |       0.080 |   0.309 |  -0.245 |   0.064 |
|       0.006 |       0.073 |   0.303 |  -0.247 |   0.056 |
|       0.024 |       0.065 |   0.297 |  -0.249 |   0.048 |
|       0.016 |       0.057 |   0.291 |  -0.253 |   0.039 |
|       0.010 |       0.047 |   0.286 |  -0.258 |   0.028 |
|       0.003 |       0.036 |   0.280 |  -0.264 |   0.016 |
|      -0.051 |       0.024 |   0.274 |  -0.271 |   0.003 |
|      -0.019 |       0.011 |   0.268 |  -0.278 |  -0.010 |
|      -0.082 |      -0.001 |   0.261 |  -0.285 |  -0.024 |
|      -0.079 |      -0.013 |   0.254 |  -0.291 |  -0.037 |
|      -0.139 |      -0.025 |   0.246 |  -0.297 |  -0.051 |
|      -0.188 |      -0.034 |   0.237 |  -0.300 |  -0.062 |
|      -0.138 |      -0.042 |   0.230 |  -0.301 |  -0.071 |
|      -0.152 |      -0.050 |   0.222 |  -0.303 |  -0.081 |
|      -0.202 |      -0.057 |   0.214 |  -0.305 |  -0.091 |
|      -0.207 |      -0.065 |   0.205 |  -0.306 |  -0.101 |
|      -0.224 |      -0.071 |   0.197 |  -0.306 |  -0.110 |
|      -0.250 |      -0.077 |   0.188 |  -0.306 |  -0.118 |
|      -0.240 |      -0.081 |   0.179 |  -0.304 |  -0.125 |
|      -0.216 |      -0.085 |   0.171 |  -0.302 |  -0.131 |
|      -0.200 |      -0.090 |   0.164 |  -0.301 |  -0.137 |
|      -0.198 |      -0.093 |   0.157 |  -0.299 |  -0.142 |
|      -0.204 |      -0.097 |   0.150 |  -0.296 |  -0.147 |
|      -0.206 |      -0.101 |   0.142 |  -0.294 |  -0.152 |
|      -0.178 |      -0.104 |   0.136 |  -0.292 |  -0.156 |
|      -0.170 |      -0.109 |   0.130 |  -0.290 |  -0.160 |
|      -0.188 |      -0.113 |   0.124 |  -0.289 |  -0.165 |
|      -0.216 |      -0.118 |   0.117 |  -0.288 |  -0.171 |
|      -0.224 |      -0.122 |   0.110 |  -0.286 |  -0.176 |
|      -0.209 |      -0.127 |   0.104 |  -0.285 |  -0.181 |
|      -0.200 |      -0.132 |   0.097 |  -0.284 |  -0.187 |
|      -0.199 |      -0.137 |   0.092 |  -0.284 |  -0.193 |
|      -0.219 |      -0.144 |   0.085 |  -0.285 |  -0.200 |
|      -0.258 |      -0.150 |   0.078 |  -0.285 |  -0.207 |
|      -0.248 |      -0.156 |   0.072 |  -0.285 |  -0.214 |
|      -0.249 |      -0.162 |   0.065 |  -0.286 |  -0.221 |
|      -0.277 |      -0.168 |   0.059 |  -0.287 |  -0.228 |
|      -0.299 |      -0.175 |   0.051 |  -0.287 |  -0.236 |
|      -0.301 |      -0.181 |   0.044 |  -0.288 |  -0.243 |
|      -0.315 |      -0.187 |   0.037 |  -0.288 |  -0.251 |
|      -0.346 |      -0.192 |   0.030 |  -0.288 |  -0.258 |
|      -0.387 |      -0.197 |   0.021 |  -0.287 |  -0.266 |
|      -0.410 |      -0.202 |   0.013 |  -0.286 |  -0.273 |
|      -0.388 |      -0.205 |   0.005 |  -0.284 |  -0.279 |
|      -0.350 |      -0.209 |  -0.002 |  -0.281 |  -0.284 |
|      -0.340 |      -0.212 |  -0.009 |  -0.279 |  -0.288 |
|      -0.328 |      -0.215 |  -0.016 |  -0.276 |  -0.292 |
|      -0.325 |      -0.218 |  -0.022 |  -0.274 |  -0.295 |
|      -0.316 |      -0.221 |  -0.028 |  -0.272 |  -0.299 |
|      -0.305 |      -0.225 |  -0.033 |  -0.270 |  -0.303 |
|      -0.282 |      -0.230 |  -0.038 |  -0.269 |  -0.307 |
|      -0.285 |      -0.235 |  -0.043 |  -0.269 |  -0.312 |
|      -0.288 |      -0.241 |  -0.048 |  -0.270 |  -0.318 |
|      -0.323 |      -0.248 |  -0.053 |  -0.272 |  -0.325 |
|      -0.373 |      -0.256 |  -0.060 |  -0.274 |  -0.334 |
|      -0.412 |      -0.263 |  -0.067 |  -0.276 |  -0.343 |
|      -0.415 |      -0.271 |  -0.074 |  -0.278 |  -0.351 |
|      -0.416 |      -0.278 |  -0.081 |  -0.279 |  -0.360 |
|      -0.422 |      -0.285 |  -0.088 |  -0.281 |  -0.369 |
|      -0.467 |      -0.293 |  -0.095 |  -0.283 |  -0.378 |
|      -0.477 |      -0.300 |  -0.103 |  -0.285 |  -0.388 |
|      -0.492 |      -0.307 |  -0.111 |  -0.286 |  -0.396 |
|      -0.492 |      -0.313 |  -0.118 |  -0.286 |  -0.405 |
|      -0.472 |      -0.319 |  -0.125 |  -0.287 |  -0.412 |
|      -0.470 |      -0.327 |  -0.132 |  -0.289 |  -0.421 |
|      -0.522 |      -0.335 |  -0.140 |  -0.291 |  -0.430 |
|      -0.537 |      -0.342 |  -0.148 |  -0.292 |  -0.440 |
|      -0.486 |      -0.349 |  -0.155 |  -0.294 |  -0.448 |
|      -0.549 |      -0.357 |  -0.163 |  -0.296 |  -0.458 |
|      -0.595 |      -0.363 |  -0.171 |  -0.295 |  -0.466 |
|      -0.567 |      -0.366 |  -0.179 |  -0.293 |  -0.472 |
|      -0.551 |      -0.370 |  -0.187 |  -0.290 |  -0.477 |
|      -0.556 |      -0.373 |  -0.194 |  -0.288 |  -0.482 |
|      -0.565 |      -0.377 |  -0.201 |  -0.286 |  -0.487 |
|      -0.579 |      -0.379 |  -0.209 |  -0.283 |  -0.492 |
|      -0.567 |      -0.382 |  -0.216 |  -0.279 |  -0.496 |
|      -0.551 |      -0.384 |  -0.223 |  -0.277 |  -0.499 |
|      -0.555 |      -0.387 |  -0.229 |  -0.274 |  -0.503 |
|      -0.578 |      -0.390 |  -0.236 |  -0.271 |  -0.507 |
|      -0.570 |      -0.392 |  -0.243 |  -0.268 |  -0.511 |
|      -0.557 |      -0.394 |  -0.249 |  -0.265 |  -0.514 |
|      -0.562 |      -0.397 |  -0.256 |  -0.262 |  -0.517 |
|      -0.555 |      -0.399 |  -0.262 |  -0.259 |  -0.521 |
|      -0.562 |      -0.402 |  -0.268 |  -0.257 |  -0.524 |
|      -0.589 |      -0.405 |  -0.274 |  -0.254 |  -0.529 |
|      -0.611 |      -0.407 |  -0.281 |  -0.252 |  -0.533 |
|      -0.604 |      -0.409 |  -0.287 |  -0.249 |  -0.536 |
|      -0.583 |      -0.411 |  -0.293 |  -0.245 |  -0.539 |
|      -0.557 |      -0.413 |  -0.298 |  -0.243 |  -0.541 |
|      -0.556 |      -0.415 |  -0.304 |  -0.240 |  -0.544 |
|      -0.568 |      -0.418 |  -0.309 |  -0.238 |  -0.547 |
|      -0.599 |      -0.420 |  -0.315 |  -0.235 |  -0.550 |
|      -0.613 |      -0.423 |  -0.321 |  -0.233 |  -0.554 |
|      -0.643 |      -0.425 |  -0.327 |  -0.231 |  -0.558 |
|      -0.647 |      -0.427 |  -0.333 |  -0.228 |  -0.561 |
|      -0.630 |      -0.428 |  -0.339 |  -0.225 |  -0.564 |
|      -0.615 |      -0.430 |  -0.345 |  -0.222 |  -0.567 |
|      -0.619 |      -0.431 |  -0.350 |  -0.218 |  -0.569 |
|      -0.615 |      -0.432 |  -0.356 |  -0.215 |  -0.571 |
|      -0.602 |      -0.433 |  -0.361 |  -0.212 |  -0.572 |
|      -0.600 |      -0.434 |  -0.365 |  -0.209 |  -0.574 |
|      -0.592 |      -0.436 |  -0.370 |  -0.206 |  -0.576 |
|      -0.590 |      -0.437 |  -0.374 |  -0.204 |  -0.578 |
|      -0.611 |      -0.439 |  -0.379 |  -0.202 |  -0.581 |
|      -0.645 |      -0.441 |  -0.384 |  -0.199 |  -0.584 |
|      -0.644 |      -0.442 |  -0.390 |  -0.197 |  -0.586 |
|      -0.635 |      -0.443 |  -0.395 |  -0.194 |  -0.588 |
|      -0.628 |      -0.444 |  -0.399 |  -0.191 |  -0.590 |
|      -0.612 |      -0.446 |  -0.403 |  -0.188 |  -0.592 |
|      -0.604 |      -0.447 |  -0.407 |  -0.186 |  -0.593 |
|      -0.601 |      -0.449 |  -0.411 |  -0.184 |  -0.595 |
|      -0.623 |      -0.450 |  -0.416 |  -0.182 |  -0.598 |
|      -0.642 |      -0.452 |  -0.420 |  -0.180 |  -0.600 |
|      -0.655 |      -0.454 |  -0.425 |  -0.178 |  -0.603 |
|      -0.651 |      -0.455 |  -0.429 |  -0.176 |  -0.605 |
|      -0.661 |      -0.456 |  -0.434 |  -0.174 |  -0.608 |
|      -0.675 |      -0.457 |  -0.439 |  -0.171 |  -0.610 |
|      -0.669 |      -0.458 |  -0.443 |  -0.168 |  -0.612 |
|      -0.660 |      -0.458 |  -0.448 |  -0.165 |  -0.613 |
|      -0.656 |      -0.459 |  -0.452 |  -0.162 |  -0.614 |
|      -0.654 |      -0.459 |  -0.456 |  -0.159 |  -0.615 |
|      -0.645 |      -0.459 |  -0.460 |  -0.156 |  -0.616 |
|      -0.652 |      -0.459 |  -0.464 |  -0.153 |  -0.617 |
|      -0.644 |      -0.459 |  -0.467 |  -0.150 |  -0.618 |
|      -0.638 |      -0.459 |  -0.471 |  -0.147 |  -0.618 |
|      -0.643 |      -0.460 |  -0.474 |  -0.145 |  -0.619 |
|      -0.654 |      -0.460 |  -0.478 |  -0.142 |  -0.620 |
|      -0.643 |      -0.460 |  -0.481 |  -0.140 |  -0.621 |
|      -0.641 |      -0.461 |  -0.484 |  -0.137 |  -0.621 |
|      -0.655 |      -0.461 |  -0.488 |  -0.135 |  -0.622 |
|      -0.662 |      -0.462 |  -0.491 |  -0.133 |  -0.624 |
|      -0.662 |      -0.462 |  -0.494 |  -0.130 |  -0.625 |
|      -0.654 |      -0.462 |  -0.498 |  -0.128 |  -0.625 |
|      -0.653 |      -0.462 |  -0.501 |  -0.125 |  -0.626 |
|      -0.658 |      -0.462 |  -0.504 |  -0.123 |  -0.627 |
|      -0.661 |      -0.462 |  -0.507 |  -0.120 |  -0.627 |
|      -0.665 |      -0.462 |  -0.510 |  -0.118 |  -0.628 |
|      -0.655 |      -0.462 |  -0.513 |  -0.115 |  -0.628 |
|      -0.645 |      -0.461 |  -0.516 |  -0.113 |  -0.628 |
|      -0.644 |      -0.461 |  -0.518 |  -0.110 |  -0.628 |
|      -0.646 |      -0.461 |  -0.521 |  -0.108 |  -0.629 |
|      -0.646 |      -0.461 |  -0.523 |  -0.105 |  -0.629 |
|      -0.643 |      -0.461 |  -0.526 |  -0.103 |  -0.629 |
|      -0.639 |      -0.461 |  -0.528 |  -0.101 |  -0.629 |
|      -0.647 |      -0.461 |  -0.530 |  -0.099 |  -0.630 |
|      -0.644 |      -0.461 |  -0.533 |  -0.098 |  -0.630 |
|      -0.647 |      -0.461 |  -0.535 |  -0.096 |  -0.631 |
|      -0.653 |      -0.462 |  -0.537 |  -0.094 |  -0.631 |
|      -0.659 |      -0.462 |  -0.540 |  -0.092 |  -0.632 |
|      -0.676 |      -0.462 |  -0.542 |  -0.091 |  -0.633 |
|      -0.675 |      -0.462 |  -0.545 |  -0.089 |  -0.634 |
|      -0.668 |      -0.461 |  -0.548 |  -0.086 |  -0.634 |
|      -0.669 |      -0.461 |  -0.550 |  -0.084 |  -0.634 |
|      -0.668 |      -0.460 |  -0.552 |  -0.082 |  -0.634 |
|      -0.649 |      -0.459 |  -0.554 |  -0.080 |  -0.634 |
|      -0.631 |      -0.459 |  -0.556 |  -0.077 |  -0.633 |
|      -0.627 |      -0.459 |  -0.557 |  -0.076 |  -0.633 |
|      -0.628 |      -0.459 |  -0.559 |  -0.074 |  -0.633 |
|      -0.645 |      -0.459 |  -0.560 |  -0.073 |  -0.633 |
|      -0.653 |      -0.459 |  -0.562 |  -0.072 |  -0.634 |
|      -0.676 |      -0.459 |  -0.565 |  -0.070 |  -0.635 |
|      -0.675 |      -0.459 |  -0.567 |  -0.069 |  -0.635 |
|      -0.661 |      -0.458 |  -0.569 |  -0.067 |  -0.636 |
|      -0.642 |      -0.458 |  -0.570 |  -0.065 |  -0.635 |
|      -0.630 |      -0.458 |  -0.571 |  -0.064 |  -0.635 |
|      -0.627 |      -0.458 |  -0.572 |  -0.062 |  -0.635 |
|      -0.644 |      -0.458 |  -0.574 |  -0.061 |  -0.635 |
|      -0.658 |      -0.458 |  -0.575 |  -0.060 |  -0.636 |
|      -0.665 |      -0.458 |  -0.577 |  -0.059 |  -0.636 |
|      -0.668 |      -0.458 |  -0.579 |  -0.058 |  -0.637 |
|      -0.668 |      -0.458 |  -0.581 |  -0.056 |  -0.637 |
|      -0.662 |      -0.457 |  -0.583 |  -0.054 |  -0.637 |
|      -0.642 |      -0.456 |  -0.584 |  -0.053 |  -0.636 |
|      -0.640 |      -0.456 |  -0.585 |  -0.051 |  -0.636 |
|      -0.643 |      -0.456 |  -0.586 |  -0.050 |  -0.636 |
|      -0.640 |      -0.455 |  -0.587 |  -0.049 |  -0.636 |
|      -0.649 |      -0.455 |  -0.588 |  -0.047 |  -0.636 |
|      -0.642 |      -0.455 |  -0.589 |  -0.046 |  -0.636 |
|      -0.643 |      -0.455 |  -0.590 |  -0.045 |  -0.636 |
|      -0.650 |      -0.455 |  -0.592 |  -0.044 |  -0.636 |
|      -0.657 |      -0.455 |  -0.593 |  -0.043 |  -0.636 |
|      -0.655 |      -0.455 |  -0.594 |  -0.042 |  -0.637 |
|      -0.649 |      -0.455 |  -0.595 |  -0.041 |  -0.637 |
|      -0.649 |      -0.454 |  -0.596 |  -0.040 |  -0.637 |
|      -0.645 |      -0.454 |  -0.597 |  -0.039 |  -0.636 |
|      -0.634 |      -0.454 |  -0.598 |  -0.038 |  -0.636 |
|      -0.633 |      -0.454 |  -0.599 |  -0.037 |  -0.636 |
|      -0.644 |      -0.454 |  -0.600 |  -0.037 |  -0.636 |
|      -0.654 |      -0.454 |  -0.601 |  -0.036 |  -0.637 |
|      -0.657 |      -0.454 |  -0.602 |  -0.035 |  -0.637 |
|      -0.655 |      -0.454 |  -0.603 |  -0.034 |  -0.637 |
|      -0.649 |      -0.454 |  -0.604 |  -0.034 |  -0.638 |
|      -0.648 |      -0.454 |  -0.605 |  -0.033 |  -0.638 |
|      -0.641 |      -0.453 |  -0.605 |  -0.032 |  -0.638 |
|      -0.650 |      -0.454 |  -0.606 |  -0.032 |  -0.638 |
|      -0.654 |      -0.453 |  -0.607 |  -0.031 |  -0.638 |
|      -0.652 |      -0.454 |  -0.608 |  -0.030 |  -0.639 |
|      -0.653 |      -0.453 |  -0.609 |  -0.030 |  -0.639 |
|      -0.654 |      -0.453 |  -0.610 |  -0.029 |  -0.639 |
|      -0.659 |      -0.453 |  -0.611 |  -0.028 |  -0.639 |
|      -0.648 |      -0.453 |  -0.612 |  -0.028 |  -0.639 |
|      -0.643 |      -0.453 |  -0.612 |  -0.027 |  -0.639 |
|      -0.650 |      -0.453 |  -0.613 |  -0.026 |  -0.639 |
|      -0.649 |      -0.453 |  -0.614 |  -0.026 |  -0.640 |
|      -0.655 |      -0.453 |  -0.615 |  -0.025 |  -0.640 |
|      -0.650 |      -0.452 |  -0.615 |  -0.024 |  -0.640 |
|      -0.660 |      -0.452 |  -0.616 |  -0.024 |  -0.640 |
|      -0.653 |      -0.452 |  -0.617 |  -0.023 |  -0.640 |
|      -0.648 |      -0.452 |  -0.618 |  -0.022 |  -0.640 |
|      -0.645 |      -0.452 |  -0.618 |  -0.022 |  -0.640 |
|      -0.649 |      -0.451 |  -0.619 |  -0.021 |  -0.640 |
|      -0.648 |      -0.451 |  -0.619 |  -0.020 |  -0.640 |
|      -0.648 |      -0.451 |  -0.620 |  -0.020 |  -0.640 |
|      -0.649 |      -0.451 |  -0.621 |  -0.019 |  -0.640 |
|      -0.646 |      -0.451 |  -0.621 |  -0.019 |  -0.640 |
|      -0.647 |      -0.450 |  -0.622 |  -0.018 |  -0.640 |
|      -0.643 |      -0.450 |  -0.622 |  -0.017 |  -0.639 |
|      -0.649 |      -0.450 |  -0.623 |  -0.017 |  -0.639 |
|      -0.652 |      -0.450 |  -0.623 |  -0.017 |  -0.640 |
|      -0.653 |      -0.450 |  -0.624 |  -0.016 |  -0.640 |
|      -0.648 |      -0.450 |  -0.624 |  -0.016 |  -0.640 |
|      -0.660 |      -0.450 |  -0.625 |  -0.015 |  -0.640 |
|      -0.661 |      -0.449 |  -0.626 |  -0.015 |  -0.640 |
|      -0.657 |      -0.449 |  -0.626 |  -0.014 |  -0.640 |
|      -0.646 |      -0.448 |  -0.627 |  -0.013 |  -0.640 |
|      -0.651 |      -0.448 |  -0.627 |  -0.012 |  -0.639 |
|      -0.645 |      -0.447 |  -0.628 |  -0.011 |  -0.639 |
|      -0.648 |      -0.447 |  -0.628 |  -0.011 |  -0.639 |
|      -0.652 |      -0.446 |  -0.628 |  -0.010 |  -0.638 |
|      -0.652 |      -0.445 |  -0.629 |  -0.009 |  -0.638 |
|      -0.658 |      -0.444 |  -0.629 |  -0.008 |  -0.637 |
|      -0.659 |      -0.443 |  -0.630 |  -0.007 |  -0.637 |
|      -0.656 |      -0.442 |  -0.631 |  -0.005 |  -0.636 |
|      -0.665 |      -0.441 |  -0.631 |  -0.004 |  -0.635 |
|      -0.676 |      -0.439 |  -0.632 |  -0.002 |  -0.634 |
|      -0.690 |      -0.437 |  -0.633 |   0.000 |  -0.633 |
|      -0.698 |      -0.434 |  -0.635 |   0.003 |  -0.631 |
|      -0.703 |      -0.430 |  -0.636 |   0.007 |  -0.629 |
|      -0.693 |      -0.426 |  -0.637 |   0.011 |  -0.626 |
|      -0.686 |      -0.421 |  -0.638 |   0.016 |  -0.622 |
|      -0.676 |      -0.416 |  -0.639 |   0.021 |  -0.618 |
|      -0.660 |      -0.410 |  -0.639 |   0.026 |  -0.613 |
|      -0.649 |      -0.404 |  -0.639 |   0.032 |  -0.608 |
|      -0.618 |      -0.397 |  -0.639 |   0.038 |  -0.601 |
|      -0.592 |      -0.390 |  -0.638 |   0.044 |  -0.594 |
|      -0.578 |      -0.383 |  -0.637 |   0.050 |  -0.587 |
|      -0.572 |      -0.376 |  -0.636 |   0.056 |  -0.580 |
|      -0.559 |      -0.370 |  -0.634 |   0.061 |  -0.573 |
|      -0.559 |      -0.363 |  -0.633 |   0.067 |  -0.566 |
|      -0.547 |      -0.356 |  -0.631 |   0.072 |  -0.559 |
|      -0.535 |      -0.350 |  -0.629 |   0.078 |  -0.551 |
|      -0.528 |      -0.343 |  -0.627 |   0.083 |  -0.544 |
|      -0.518 |      -0.336 |  -0.625 |   0.088 |  -0.537 |
|      -0.515 |      -0.330 |  -0.623 |   0.092 |  -0.530 |
|      -0.500 |      -0.323 |  -0.620 |   0.097 |  -0.523 |
|      -0.501 |      -0.317 |  -0.618 |   0.101 |  -0.516 |
|      -0.504 |      -0.310 |  -0.615 |   0.106 |  -0.510 |
|      -0.498 |      -0.304 |  -0.613 |   0.110 |  -0.503 |
|      -0.483 |      -0.298 |  -0.610 |   0.114 |  -0.496 |
|      -0.463 |      -0.291 |  -0.608 |   0.118 |  -0.489 |
|      -0.458 |      -0.285 |  -0.605 |   0.122 |  -0.482 |
|      -0.438 |      -0.279 |  -0.601 |   0.126 |  -0.475 |
|      -0.431 |      -0.273 |  -0.598 |   0.129 |  -0.469 |
|      -0.435 |      -0.268 |  -0.595 |   0.132 |  -0.463 |
|      -0.438 |      -0.263 |  -0.591 |   0.134 |  -0.457 |
|      -0.436 |      -0.257 |  -0.588 |   0.137 |  -0.451 |
|      -0.429 |      -0.252 |  -0.585 |   0.139 |  -0.446 |
|      -0.441 |      -0.247 |  -0.582 |   0.142 |  -0.440 |
|      -0.428 |      -0.242 |  -0.579 |   0.144 |  -0.435 |
|      -0.427 |      -0.237 |  -0.576 |   0.147 |  -0.429 |
|      -0.417 |      -0.231 |  -0.573 |   0.149 |  -0.424 |
|      -0.401 |      -0.226 |  -0.570 |   0.151 |  -0.418 |
|      -0.391 |      -0.221 |  -0.566 |   0.154 |  -0.412 |
|      -0.376 |      -0.215 |  -0.562 |   0.156 |  -0.406 |
|      -0.363 |      -0.210 |  -0.558 |   0.158 |  -0.401 |
|      -0.364 |      -0.206 |  -0.554 |   0.159 |  -0.395 |
|      -0.367 |      -0.201 |  -0.551 |   0.161 |  -0.389 |
|      -0.369 |      -0.196 |  -0.547 |   0.163 |  -0.384 |
|      -0.352 |      -0.191 |  -0.543 |   0.164 |  -0.379 |
|      -0.344 |      -0.187 |  -0.539 |   0.165 |  -0.374 |
|      -0.320 |      -0.183 |  -0.535 |   0.166 |  -0.369 |
|      -0.309 |      -0.179 |  -0.530 |   0.167 |  -0.363 |
|      -0.317 |      -0.175 |  -0.526 |   0.167 |  -0.359 |
|      -0.319 |      -0.172 |  -0.522 |   0.167 |  -0.355 |
|      -0.336 |      -0.169 |  -0.518 |   0.166 |  -0.352 |
|      -0.343 |      -0.166 |  -0.515 |   0.166 |  -0.349 |
|      -0.345 |      -0.163 |  -0.511 |   0.166 |  -0.345 |
|      -0.336 |      -0.160 |  -0.508 |   0.165 |  -0.342 |
|      -0.319 |      -0.157 |  -0.504 |   0.165 |  -0.339 |
|      -0.312 |      -0.154 |  -0.500 |   0.165 |  -0.335 |
|      -0.308 |      -0.151 |  -0.496 |   0.164 |  -0.332 |
|      -0.310 |      -0.148 |  -0.492 |   0.164 |  -0.329 |
|      -0.322 |      -0.145 |  -0.489 |   0.164 |  -0.326 |
|      -0.325 |      -0.143 |  -0.486 |   0.163 |  -0.323 |
|      -0.328 |      -0.139 |  -0.483 |   0.163 |  -0.320 |
|      -0.316 |      -0.136 |  -0.479 |   0.163 |  -0.316 |
|      -0.305 |      -0.133 |  -0.476 |   0.163 |  -0.313 |
|      -0.288 |      -0.130 |  -0.472 |   0.163 |  -0.309 |
|      -0.282 |      -0.127 |  -0.468 |   0.163 |  -0.305 |
|      -0.288 |      -0.124 |  -0.465 |   0.162 |  -0.302 |
|      -0.297 |      -0.120 |  -0.461 |   0.162 |  -0.299 |
|      -0.301 |      -0.117 |  -0.458 |   0.163 |  -0.296 |
|      -0.295 |      -0.114 |  -0.455 |   0.163 |  -0.292 |
|      -0.280 |      -0.110 |  -0.451 |   0.163 |  -0.288 |
|      -0.272 |      -0.106 |  -0.448 |   0.163 |  -0.284 |
|      -0.252 |      -0.103 |  -0.444 |   0.164 |  -0.280 |
|      -0.242 |      -0.099 |  -0.440 |   0.164 |  -0.276 |
|      -0.243 |      -0.096 |  -0.436 |   0.164 |  -0.272 |
|      -0.248 |      -0.093 |  -0.432 |   0.164 |  -0.268 |
|      -0.257 |      -0.089 |  -0.429 |   0.164 |  -0.264 |
|      -0.246 |      -0.086 |  -0.425 |   0.164 |  -0.261 |
|      -0.240 |      -0.083 |  -0.421 |   0.164 |  -0.257 |
|      -0.220 |      -0.080 |  -0.417 |   0.164 |  -0.253 |
|      -0.228 |      -0.077 |  -0.413 |   0.164 |  -0.250 |
|      -0.235 |      -0.074 |  -0.410 |   0.163 |  -0.247 |
|      -0.237 |      -0.071 |  -0.406 |   0.163 |  -0.244 |
|      -0.227 |      -0.068 |  -0.403 |   0.163 |  -0.240 |
|      -0.213 |      -0.065 |  -0.399 |   0.162 |  -0.237 |
|      -0.211 |      -0.062 |  -0.395 |   0.162 |  -0.234 |
|      -0.210 |      -0.060 |  -0.392 |   0.161 |  -0.230 |
|      -0.207 |      -0.057 |  -0.388 |   0.161 |  -0.227 |
|      -0.211 |      -0.055 |  -0.384 |   0.160 |  -0.224 |
|      -0.214 |      -0.052 |  -0.381 |   0.159 |  -0.222 |
|      -0.206 |      -0.050 |  -0.377 |   0.158 |  -0.219 |
|      -0.213 |      -0.048 |  -0.374 |   0.157 |  -0.217 |
