| theta_a_raw | theta_g_raw | theta_a | theta_g | theta_f |
|      -1.865 |      -1.552 |  -1.806 |  -0.041 |  -1.847 |
|      -1.867 |      -1.552 |  -1.807 |  -0.040 |  -1.847 |
|      -1.863 |      -1.552 |  -1.808 |  -0.039 |  -1.847 |
|      -1.863 |      -1.552 |  -1.809 |  -0.038 |  -1.847 |
|      -1.865 |      -1.552 |  -1.810 |  -0.037 |  -1.848 |
|      -1.859 |      -1.552 |  -1.811 |  -0.036 |  -1.848 |
|      -1.856 |      -1.552 |  -1.812 |  -0.036 |  -1.848 |
|      -1.860 |      -1.551 |  -1.813 |  -0.035 |  -1.848 |
|      -1.859 |      -1.551 |  -1.814 |  -0.034 |  -1.848 |
|      -1.857 |      -1.551 |  -1.815 |  -0.033 |  -1.848 |
|      -1.856 |      -1.551 |  -1.816 |  -0.033 |  -1.848 |
|      -1.857 |      -1.551 |  -1.817 |  -0.032 |  -1.848 |
|      -1.861 |      -1.551 |  -1.817 |  -0.031 |  -1.849 |
|      -1.861 |      -1.551 |  -1.818 |  -0.030 |  -1.849 |
|      -1.859 |      -1.551 |  -1.819 |  -0.030 |  -1.849 |
|      -1.864 |      -1.551 |  -1.820 |  -0.029 |  -1.849 |
|      -1.866 |      -1.551 |  -1.821 |  -0.028 |  -1.849 |
|      -1.863 |      -1.551 |  -1.822 |  -0.028 |  -1.849 |
|      -1.864 |      -1.551 |  -1.823 |  -0.027 |  -1.850 |
|      -1.867 |      -1.551 |  -1.823 |  -0.026 |  -1.850 |
|      -1.863 |      -1.550 |  -1.824 |  -0.026 |  -1.850 |
|      -1.862 |      -1.550 |  -1.825 |  -0.025 |  -1.850 |
|      -1.859 |      -1.550 |  -1.826 |  -0.024 |  -1.850 |
|      -1.860 |      -1.550 |  -1.826 |  -0.024 |  -1.850 |
|      -1.858 |      -1.550 |  -1.827 |  -0.023 |  -1.850 |
|      -1.861 |      -1.550 |  -1.828 |  -0.023 |  -1.851 |
|      -1.855 |      -1.550 |  -1.828 |  -0.022 |  -1.851 |
|      -1.858 |      -1.550 |  -1.829 |  -0.022 |  -1.851 |
|      -1.857 |      -1.550 |  -1.829 |  -0.021 |  -1.851 |
|      -1.858 |      -1.549 |  -1.830 |  -0.021 |  -1.851 |
|      -1.859 |      -1.549 |  -1.831 |  -0.020 |  -1.851 |
|      -1.858 |      -1.549 |  -1.831 |  -0.020 |  -1.851 |
|      -1.863 |      -1.549 |  -1.832 |  -0.019 |  -1.851 |
|      -1.861 |      -1.549 |  -1.832 |  -0.019 |  -1.851 |
|      -1.860 |      -1.549 |  -1.833 |  -0.018 |  -1.851 |
|      -1.865 |      -1.549 |  -1.833 |  -0.018 |  -1.852 |
|      -1.864 |      -1.549 |  -1.834 |  -0.017 |  -1.852 |
|      -1.864 |      -1.549 |  -1.835 |  -0.017 |  -1.852 |
|      -1.862 |      -1.549 |  -1.835 |  -0.017 |  -1.852 |
|      -1.860 |      -1.549 |  -1.836 |  -0.016 |  -1.852 |
|      -1.858 |      -1.549 |  -1.836 |  -0.016 |  -1.852 |
|      -1.859 |      -1.549 |  -1.837 |  -0.015 |  -1.852 |
|      -1.856 |      -1.549 |  -1.837 |  -0.015 |  -1.852 |
|      -1.858 |      -1.549 |  -1.837 |  -0.015 |  -1.852 |
|      -1.860 |      -1.548 |  -1.838 |  -0.014 |  -1.852 |
|      -1.858 |      -1.548 |  -1.838 |  -0.014 |  -1.852 |
|      -1.858 |      -1.548 |  -1.839 |  -0.014 |  -1.852 |
|      -1.855 |      -1.548 |  -1.839 |  -0.013 |  -1.852 |
|      -1.861 |      -1.548 |  -1.839 |  -0.013 |  -1.853 |
|      -1.861 |      -1.548 |  -1.840 |  -0.013 |  -1.853 |
|      -1.863 |      -1.548 |  -1.840 |  -0.012 |  -1.853 |
|      -1.860 |      -1.548 |  -1.841 |  -0.012 |  -1.853 |
|      -1.864 |      -1.548 |  -1.841 |  -0.012 |  -1.853 |
|      -1.860 |      -1.548 |  -1.842 |  -0.011 |  -1.853 |
|      -1.864 |      -1.548 |  -1.842 |  -0.011 |  -1.853 |
|      -1.863 |      -1.548 |  -1.842 |  -0.011 |  -1.853 |
|      -1.859 |      -1.548 |  -1.843 |  -0.010 |  -1.853 |
|      -1.862 |      -1.547 |  -1.843 |  -0.010 |  -1.853 |
|      -1.862 |      -1.547 |  -1.844 |  -0.010 |  -1.853 |
|      -1.859 |      -1.547 |  -1.844 |  -0.009 |  -1.853 |
|      -1.857 |      -1.547 |  -1.844 |  -0.009 |  -1.853 |
|      -1.857 |      -1.547 |  -1.844 |  -0.009 |  -1.853 |
|      -1.856 |      -1.547 |  -1.845 |  -0.009 |  -1.853 |
|      -1.857 |      -1.547 |  -1.845 |  -0.008 |  -1.853 |
|      -1.860 |      -1.547 |  -1.845 |  -0.008 |  -1.853 |
|      -1.861 |      -1.546 |  -1.845 |  -0.008 |  -1.853 |
|      -1.861 |      -1.546 |  -1.846 |  -0.007 |  -1.853 |
|      -1.863 |      -1.546 |  -1.846 |  -0.007 |  -1.853 |
|      -1.861 |      -1.546 |  -1.846 |  -0.007 |  -1.853 |
|      -1.861 |      -1.546 |  -1.847 |  -0.007 |  -1.854 |
|      -1.866 |      -1.546 |  -1.847 |  -0.007 |  -1.854 |
|      -1.861 |      -1.546 |  -1.847 |  -0.006 |  -1.854 |
|      -1.860 |      -1.546 |  -1.848 |  -0.006 |  -1.854 |
|      -1.865 |      -1.546 |  -1.848 |  -0.006 |  -1.854 |
|      -1.861 |      -1.546 |  -1.848 |  -0.006 |  -1.854 |
|      -1.858 |      -1.545 |  -1.848 |  -0.005 |  -1.854 |
|      -1.858 |      -1.545 |  -1.849 |  -0.005 |  -1.854 |
|      -1.857 |      -1.545 |  -1.849 |  -0.005 |  -1.854 |
|      -1.858 |      -1.545 |  -1.849 |  -0.005 |  -1.854 |
|      -1.859 |      -1.545 |  -1.849 |  -0.005 |  -1.854 |
|      -1.858 |      -1.545 |  -1.849 |  -0.005 |  -1.854 |
|      -1.858 |      -1.545 |  -1.850 |  -0.004 |  -1.854 |
|      -1.860 |      -1.545 |  -1.850 |  -0.004 |  -1.854 |
|      -1.859 |      -1.545 |  -1.850 |  -0.004 |  -1.854 |
|      -1.862 |      -1.545 |  -1.850 |  -0.004 |  -1.854 |
|      -1.862 |      -1.545 |  -1.850 |  -0.004 |  -1.854 |
|      -1.863 |      -1.545 |  -1.851 |  -0.004 |  -1.854 |
|      -1.866 |      -1.545 |  -1.851 |  -0.003 |  -1.854 |
|      -1.861 |      -1.544 |  -1.851 |  -0.003 |  -1.854 |
|      -1.864 |      -1.544 |  -1.851 |  -0.003 |  -1.854 |
|      -1.862 |      -1.544 |  -1.852 |  -0.003 |  -1.854 |
|      -1.860 |      -1.544 |  -1.852 |  -0.003 |  -1.854 |
|      -1.859 |      -1.544 |  -1.852 |  -0.002 |  -1.854 |
|      -1.861 |      -1.544 |  -1.852 |  -0.002 |  -1.854 |
|      -1.859 |      -1.544 |  -1.852 |  -0.002 |  -1.854 |
|      -1.856 |      -1.544 |  -1.852 |  -0.002 |  -1.854 |
|      -1.857 |      -1.543 |  -1.852 |  -0.002 |  -1.854 |
|      -1.858 |      -1.543 |  -1.853 |  -0.002 |  -1.854 |
|      -1.858 |      -1.543 |  -1.853 |  -0.002 |  -1.854 |
|      -1.857 |      -1.543 |  -1.853 |  -0.001 |  -1.854 |
|      -1.863 |      -1.543 |  -1.853 |  -0.001 |  -1.854 |
|      -1.862 |      -1.543 |  -1.853 |  -0.001 |  -1.854 |
|      -1.863 |      -1.543 |  -1.853 |  -0.001 |  -1.854 |
|      -1.860 |      -1.543 |  -1.854 |  -0.001 |  -1.854 |
|      -1.862 |      -1.542 |  -1.854 |  -0.001 |  -1.854 |
|      -1.861 |      -1.542 |  -1.854 |  -0.001 |  -1.854 |
|      -1.860 |      -1.542 |  -1.854 |  -0.000 |  -1.854 |
|      -1.863 |      -1.542 |  -1.854 |  -0.000 |  -1.855 |
|      -1.862 |      -1.542 |  -1.854 |  -0.000 |  -1.855 |
|      -1.862 |      -1.542 |  -1.854 |  -0.000 |  -1.855 |
|      -1.859 |      -1.542 |  -1.855 |  -0.000 |  -1.855 |
|      -1.857 |      -1.542 |  -1.855 |  -0.000 |  -1.855 |
|      -1.858 |      -1.542 |  -1.855 |   0.000 |  -1.855 |
|      -1.859 |      -1.542 |  -1.855 |   0.000 |  -1.855 |
|      -1.858 |      -1.542 |  -1.855 |   0.000 |  -1.854 |
|      -1.861 |      -1.542 |  -1.855 |   0.000 |  -1.855 |
|      -1.858 |      -1.541 |  -1.855 |   0.001 |  -1.854 |
|      -1.858 |      -1.541 |  -1.855 |   0.001 |  -1.854 |
|      -1.859 |      -1.541 |  -1.855 |   0.001 |  -1.855 |
|      -1.862 |      -1.541 |  -1.855 |   0.001 |  -1.855 |
|      -1.863 |      -1.541 |  -1.855 |   0.001 |  -1.855 |
|      -1.862 |      -1.541 |  -1.856 |   0.001 |  -1.855 |
|      -1.860 |      -1.541 |  -1.856 |   0.001 |  -1.855 |
|      -1.863 |      -1.541 |  -1.856 |   0.001 |  -1.855 |
|      -1.865 |      -1.540 |  -1.856 |   0.001 |  -1.855 |
|      -1.858 |      -1.540 |  -1.856 |   0.001 |  -1.855 |
|      -1.860 |      -1.540 |  -1.856 |   0.001 |  -1.855 |
|      -1.862 |      -1.540 |  -1.856 |   0.001 |  -1.855 |
|      -1.862 |      -1.540 |  -1.856 |   0.002 |  -1.855 |
|      -1.858 |      -1.540 |  -1.856 |   0.002 |  -1.855 |
|      -1.857 |      -1.540 |  -1.856 |   0.002 |  -1.855 |
|      -1.859 |      -1.540 |  -1.856 |   0.002 |  -1.855 |
|      -1.855 |      -1.540 |  -1.856 |   0.002 |  -1.855 |
|      -1.858 |      -1.540 |  -1.856 |   0.002 |  -1.855 |
|      -1.859 |      -1.540 |  -1.856 |   0.002 |  -1.855 |
|      -1.861 |      -1.540 |  -1.857 |   0.002 |  -1.855 |
|      -1.863 |      -1.539 |  -1.857 |   0.002 |  -1.855 |
|      -1.862 |      -1.539 |  -1.857 |   0.002 |  -1.855 |
|      -1.860 |      -1.539 |  -1.857 |   0.002 |  -1.855 |
|      -1.859 |      -1.539 |  -1.857 |   0.002 |  -1.855 |
|      -1.860 |      -1.539 |  -1.857 |   0.002 |  -1.855 |
|      -1.860 |      -1.539 |  -1.857 |   0.002 |  -1.855 |
|      -1.864 |      -1.539 |  -1.857 |   0.002 |  -1.855 |
|      -1.862 |      -1.539 |  -1.857 |   0.002 |  -1.855 |
|      -1.861 |      -1.539 |  -1.857 |   0.002 |  -1.855 |
|      -1.861 |      -1.539 |  -1.857 |   0.002 |  -1.855 |
|      -1.860 |      -1.538 |  -1.857 |   0.003 |  -1.855 |
|      -1.859 |      -1.538 |  -1.857 |   0.003 |  -1.855 |
|      -1.861 |      -1.538 |  -1.858 |   0.003 |  -1.855 |
|      -1.861 |      -1.538 |  -1.858 |   0.003 |  -1.855 |
|      -1.858 |      -1.538 |  -1.858 |   0.003 |  -1.855 |
|      -1.860 |      -1.538 |  -1.858 |   0.003 |  -1.855 |
|      -1.862 |      -1.538 |  -1.858 |   0.003 |  -1.855 |
|      -1.861 |      -1.538 |  -1.858 |   0.003 |  -1.855 |
|      -1.861 |      -1.538 |  -1.858 |   0.003 |  -1.855 |
|      -1.864 |      -1.538 |  -1.858 |   0.003 |  -1.855 |
|      -1.862 |      -1.538 |  -1.858 |   0.003 |  -1.855 |
|      -1.862 |      -1.538 |  -1.858 |   0.003 |  -1.855 |
|      -1.866 |      -1.537 |  -1.858 |   0.003 |  -1.856 |
|      -1.859 |      -1.537 |  -1.858 |   0.003 |  -1.856 |
|      -1.857 |      -1.537 |  -1.858 |   0.003 |  -1.855 |
|      -1.860 |      -1.537 |  -1.858 |   0.003 |  -1.855 |
|      -1.861 |      -1.537 |  -1.858 |   0.003 |  -1.855 |
|      -1.859 |      -1.537 |  -1.858 |   0.003 |  -1.855 |
|      -1.858 |      -1.537 |  -1.858 |   0.003 |  -1.855 |
|      -1.859 |      -1.537 |  -1.858 |   0.003 |  -1.855 |
|      -1.861 |      -1.537 |  -1.858 |   0.003 |  -1.855 |
|      -1.856 |      -1.537 |  -1.858 |   0.003 |  -1.855 |
|      -1.861 |      -1.536 |  -1.858 |   0.003 |  -1.855 |
|      -1.860 |      -1.536 |  -1.858 |   0.003 |  -1.855 |
|      -1.861 |      -1.536 |  -1.859 |   0.003 |  -1.855 |
|      -1.861 |      -1.536 |  -1.859 |   0.003 |  -1.855 |
|      -1.863 |      -1.536 |  -1.859 |   0.003 |  -1.855 |
|      -1.862 |      -1.536 |  -1.859 |   0.003 |  -1.855 |
|      -1.861 |      -1.536 |  -1.859 |   0.003 |  -1.855 |
|      -1.865 |      -1.536 |  -1.859 |   0.003 |  -1.855 |
|      -1.860 |      -1.536 |  -1.859 |   0.003 |  -1.856 |
|      -1.860 |      -1.536 |  -1.859 |   0.003 |  -1.856 |
|      -1.860 |      -1.536 |  -1.859 |   0.003 |  -1.856 |
|      -1.859 |      -1.536 |  -1.859 |   0.003 |  -1.856 |
|      -1.860 |      -1.535 |  -1.859 |   0.003 |  -1.855 |
|      -1.861 |      -1.535 |  -1.859 |   0.004 |  -1.855 |
|      -1.860 |      -1.535 |  -1.859 |   0.004 |  -1.855 |
|      -1.857 |      -1.535 |  -1.859 |   0.004 |  -1.855 |
|      -1.862 |      -1.535 |  -1.859 |   0.004 |  -1.855 |
|      -1.859 |      -1.535 |  -1.859 |   0.004 |  -1.855 |
|      -1.861 |      -1.535 |  -1.859 |   0.004 |  -1.855 |
|      -1.860 |      -1.535 |  -1.859 |   0.004 |  -1.855 |
|      -1.860 |      -1.535 |  -1.859 |   0.004 |  -1.855 |
|      -1.859 |      -1.534 |  -1.859 |   0.004 |  -1.855 |
|      -1.858 |      -1.534 |  -1.859 |   0.004 |  -1.855 |
|      -1.860 |      -1.534 |  -1.859 |   0.004 |  -1.855 |
|      -1.862 |      -1.534 |  -1.859 |   0.004 |  -1.855 |
|      -1.861 |      -1.534 |  -1.859 |   0.004 |  -1.855 |
|      -1.863 |      -1.534 |  -1.859 |   0.004 |  -1.856 |
|      -1.861 |      -1.534 |  -1.859 |   0.004 |  -1.855 |
|      -1.862 |      -1.534 |  -1.859 |   0.004 |  -1.856 |
|      -1.862 |      -1.534 |  -1.859 |   0.004 |  -1.856 |
|      -1.861 |      -1.534 |  -1.859 |   0.004 |  -1.856 |
|      -1.857 |      -1.534 |  -1.859 |   0.004 |  -1.856 |
|      -1.861 |      -1.534 |  -1.859 |   0.004 |  -1.856 |
|      -1.861 |      -1.533 |  -1.859 |   0.004 |  -1.856 |
|      -1.857 |      -1.533 |  -1.859 |   0.004 |  -1.856 |
|      -1.858 |      -1.533 |  -1.859 |   0.004 |  -1.856 |
|      -1.860 |      -1.533 |  -1.859 |   0.004 |  -1.856 |
|      -1.863 |      -1.533 |  -1.859 |   0.004 |  -1.856 |
|      -1.859 |      -1.533 |  -1.859 |   0.004 |  -1.856 |
|      -1.862 |      -1.533 |  -1.860 |   0.004 |  -1.856 |
|      -1.863 |      -1.533 |  -1.860 |   0.004 |  -1.856 |
|      -1.861 |      -1.533 |  -1.860 |   0.004 |  -1.856 |
|      -1.858 |      -1.533 |  -1.860 |   0.004 |  -1.856 |
|      -1.861 |      -1.533 |  -1.860 |   0.004 |  -1.856 |
|      -1.862 |      -1.533 |  -1.860 |   0.004 |  -1.856 |
|      -1.860 |      -1.533 |  -1.860 |   0.004 |  -1.856 |
|      -1.860 |      -1.532 |  -1.860 |   0.004 |  -1.856 |
|      -1.860 |      -1.532 |  -1.860 |   0.004 |  -1.856 |
|      -1.860 |      -1.532 |  -1.860 |   0.004 |  -1.856 |
|      -1.858 |      -1.532 |  -1.860 |   0.004 |  -1.856 |
|      -1.857 |      -1.532 |  -1.860 |   0.004 |  -1.855 |
|      -1.861 |      -1.532 |  -1.860 |   0.004 |  -1.855 |
|      -1.859 |      -1.532 |  -1.860 |   0.004 |  -1.855 |
|      -1.860 |      -1.531 |  -1.860 |   0.004 |  -1.855 |
|      -1.861 |      -1.531 |  -1.860 |   0.004 |  -1.855 |
|      -1.858 |      -1.531 |  -1.860 |   0.004 |  -1.855 |
|      -1.862 |      -1.531 |  -1.860 |   0.004 |  -1.855 |
|      -1.863 |      -1.531 |  -1.860 |   0.004 |  -1.855 |
|      -1.861 |      -1.531 |  -1.860 |   0.004 |  -1.855 |
|      -1.860 |      -1.531 |  -1.860 |   0.004 |  -1.855 |
|      -1.863 |      -1.531 |  -1.860 |   0.004 |  -1.856 |
|      -1.861 |      -1.531 |  -1.860 |   0.004 |  -1.855 |
|      -1.862 |      -1.531 |  -1.860 |   0.004 |  -1.856 |
|      -1.859 |      -1.530 |  -1.860 |   0.004 |  -1.855 |
|      -1.858 |      -1.530 |  -1.860 |   0.005 |  -1.855 |
|      -1.856 |      -1.530 |  -1.860 |   0.005 |  -1.855 |
|      -1.859 |      -1.530 |  -1.860 |   0.005 |  -1.855 |
|      -1.861 |      -1.530 |  -1.860 |   0.005 |  -1.855 |
|      -1.859 |      -1.530 |  -1.860 |   0.005 |  -1.855 |
|      -1.858 |      -1.530 |  -1.860 |   0.005 |  -1.855 |
|      -1.859 |      -1.530 |  -1.860 |   0.004 |  -1.855 |
|      -1.859 |      -1.530 |  -1.860 |   0.005 |  -1.855 |
|      -1.859 |      -1.529 |  -1.860 |   0.005 |  -1.855 |
|      -1.861 |      -1.529 |  -1.860 |   0.005 |  -1.855 |
|      -1.861 |      -1.529 |  -1.860 |   0.005 |  -1.855 |
|      -1.862 |      -1.529 |  -1.860 |   0.005 |  -1.855 |
|      -1.862 |      -1.529 |  -1.860 |   0.005 |  -1.855 |
|      -1.860 |      -1.529 |  -1.860 |   0.005 |  -1.855 |
|      -1.864 |      -1.529 |  -1.860 |   0.005 |  -1.855 |
|      -1.862 |      -1.529 |  -1.860 |   0.005 |  -1.855 |
|      -1.860 |      -1.529 |  -1.860 |   0.005 |  -1.855 |
|      -1.863 |      -1.529 |  -1.860 |   0.005 |  -1.855 |
|      -1.860 |      -1.528 |  -1.860 |   0.005 |  -1.855 |
|      -1.858 |      -1.528 |  -1.860 |   0.005 |  -1.855 |
|      -1.859 |      -1.528 |  -1.860 |   0.005 |  -1.855 |
|      -1.862 |      -1.528 |  -1.860 |   0.005 |  -1.855 |
|      -1.861 |      -1.528 |  -1.860 |   0.005 |  -1.855 |
|      -1.862 |      -1.528 |  -1.860 |   0.005 |  -1.855 |
|      -1.858 |      -1.528 |  -1.860 |   0.005 |  -1.855 |
|      -1.859 |      -1.528 |  -1.860 |   0.005 |  -1.855 |
|      -1.860 |      -1.528 |  -1.860 |   0.005 |  -1.855 |
|      -1.863 |      -1.528 |  -1.860 |   0.005 |  -1.855 |
|      -1.857 |      -1.528 |  -1.860 |   0.005 |  -1.855 |
